date,yield
2019-12-20,0.01634913558322186
2020-01-17,0.02266764072910911
2020-02-21,0.021160575966197453
2020-03-20,0.020424634043899003
2020-04-17,0.02089176656869924
2020-06-19,0.019778645077439372
2020-09-18,0.019262878798704544
2020-10-16,0.01960151449028575
2020-11-20,0.019156373641338383
2020-12-18,0.01881875192524607
2021-06-18,0.018581101805291003
2021-12-17,0.018401524899906874
